Name,Item#,Brand,Price ($),Details,Features,More Information,No of Reviews,Reviews
Steel Folding Frame Commode - Each,178 573984 01,Drive,$71.36,"AllegroMedical.com presents The Steel Folding Frame Commode. Using the bathroom shouldn't be a difficult chore. If reduced mobility makes getting to the bathroom a challenge, a home care commode can be a necessity. The Folding Steel Commode from Drive Medical can be easily setup in any room of the house for ultimate convenience. In addition, it can be used without the bucket and placed over an existing toilet as a secure, raised toilet seat for those who have difficulty bending to sit on a standard toilet. The Folding Steel Commode also makes a great toilet frame offering assistance when sitting on, or standing up from, the toilet. The durable, easy-to-clean unit features simple snap-button assembly that allows the commode to be disassembled for storage or transport. Easy push button height adjustment places the seat at the ideal level for you. The 7.5 quart commode bucket includes a convenient carrying handle, a cover and a splash shield. The commode also features plastic armrests for extra comfort and superior grip.,Features and Benefits,Easy, tool-free snap-button assembly,Easily opens and folds for storage and transportation,Durable plastic snap-on seat and lid,Powder-coated steel-welded construction,Plastic arms for added comfort,Includes 7.5 qt commode bucket with carry handle, cover, and splash shield,Product Weight Capacity: 350 lbs,Warranty: Limited Lifetime,Model # rtl11158kdr","Easy, tool-free snap-button assembly,Easily opens and folds for storage and transportation,Durable plastic snap-on seat and lid,Powder-coated steel-welded construction,Plastic arms for added comfort,Includes 7.5 qt commode bucket with carry handle, cover, and splash shield,Product Weight Capacity: 350 lbs","Brand Name,Drive,Manufacturer Number,RTL11158KDR",,Be the first to review this product
"Raised Toilet Seat with Arms and Lock - 5""",178 573235 01,Cardinal Health,$54.52,"AllegroMedical.com presents The Raised Toilet Seat with Arms and Lock. Safely raises toilet seat by 5"" to help reduce the need to bend. Front locking bracket safely secures seat to most toilets bowls. Lightweight plastic contoured seat can be used with or without armrests for lateral transfers. ,Features:,Features padded rust-resistant aluminum armrests for extra security 1-year warranty Latex-free Width between arms: 15-1/2"" Seat size: 17"" x 16"" Weight: 6 lbs. Weight Capacity: 300 lbs.",,"Brand Name,Cardinal Health,Manufacturer Number,RTS01",,Be the first to review this product
Arm Support toilet Safety - Each,178 585953 01,Mabis DMI,$61.59,"AllegroMedical.com presents The DMI® Toilet Safety Arms Support These DMI Toilet Safety Rails will make it easier to sit down and get up from the toilet. They're excellent for seniors or those recovering from hip, leg or knee surgery or injuries. The strong, yet lightweight, aluminum support arms will help you gain leverage so you can stand up or sit down more easily. The plastic armrests add to comfort. Enjoy easy tool-free assembly! Simply attach to your toilet using the existing toilet seat hinge bolts. The Safety Rails can support up to 250 pounds,Features,:,Provides support for lowering to and rising from the toilet seat,Attaches with existing toilet seat hinge bolts,Plastic molded armrests,Anondized, aluminum tubing,White/Silver,Plastic","Provides support for lowering to and rising from the toilet seat,Attaches with existing toilet seat hinge bolts,Plastic molded armrests","Brand Name,Mabis DMI,Manufacturer Number,802-1810-9601",,Be the first to review this product
"McKesson Folding Steel Frame Commode with 7.5 QT Bucket 16.6"" - 22.5"" - Each",178 586632 01,Mckesson by Drive,$55.92,"McKesson Folding Steel Frame Commode with 7.5 QT Bucket,3-in-1 design for use as a bedside commode, raised toilet seat or toilet safety frame,. ,Gray, powder-coated, steel-welded construction maximizes strength and durability to support up to 350 lbs. Lightweight, easily opens, and folds flat for convenient storage and travel,. ,Tool-free, push-button height adjustment, removable, steel back bar, and snap-on, plastic seat/lid accommodate different users and allow for additional uses such as a raised toilet seat,. ,Plastic armrests add comfort and support.","Includes 7.5-quart commode bucket with carry handle, cover, and splash shield for clean disposal,Non-skid tips for added security and safety,Tool-free assembly,Retail Packaging,Not Made with Natural Rubber Latex,Packaged: 1 Per Box","Brand Name,Mckesson by Drive,Manufacturer Number,146-11148-1",,Be the first to review this product
E-Z Lock Raised Toilet Seat W/Armrests - White,178 575612 01,Carex,$81.91,"AllegroMedical.com presents The E-Z Lock Raised Toilet Seat W/Armrests. Our E-Z Lock Raised Toilet Seat with Armrests adds 5 inches of height to the toilet seat to assists those with bending or sitting difficulties. The easy-to-use locking mechanism secures the raised toilet seat to the toilet bowl and the smooth contour seat has built-in hand grips for easy handling. This seat fits most toilets, is lightweight, and easy to clean. Adds 5"" of height to the toilet seat. 17. 25"" of width between the armrests. Comes with padded arm rests. Secure locking mechanism included.","Our E-Z Lock Raised Toilet Seat with Armrests adds 5 inches of height to the toilet seat to assists those with bending or sitting difficulties. The easy-to-use locking mechanism secures the raised toilet seat to the toilet bowl and the smooth contour seat has built-in hand grips for easy handling. This seat fits most toilets, is lightweight, and easy to clean.,Adds 5"" of height to the toilet seat.,17.25"" of width between the armrests.,Comes with padded arm rests.,Secure locking mechanism included.","Brand Name,Carex Health Brands,Manufacturer Number,FGB311C0 0000",,Be the first to review this product
Carex Raised Toilet Seat - White,178 575603 01,Carex,$26.59,"AllegroMedical.com presents The Raised Toilet Seat. The Raised Toilet Seat adds 5 inches of height to the toilet seat to assist those with bending or sitting difficulties. The contoured seat features anti-slip rubber pads for stability and provides a wider, more comfortable seating area. Fits most standard and elongated toilets. Adds 5"" of height to the toilet seat. Contoured seat is wider for added comfort. Slip-resistant rubber pads for stability.","The Raised Toilet Seat adds 5 inches of height to the toilet seat to assist those with bending or sitting difficulties., The contoured seat features anti-slip rubber pads for stability and provides a wider, more comfortable seating area., Fits most standard and elongated toilets.,Adds 5"" of height to the toilet seat.,Contoured seat is wider for added comfort.,Slip-resistant rubber pads for stability.","Brand Name,Carex Health Brands,Manufacturer Number,FGB302C0 0000",,Be the first to review this product
McKesson Heavy-Duty Folding Bariatric Commode with 12 QT Bucket - Each,178 586629 01,Mckesson by Drive,$156.74,"McKesson® Heavy-Duty Folding bariatric Commode with 12 Qt Bucket,Versatile 3-in-1 design can be used as a bedside commode, raised toilet seat or a toilet safety frame. Unit assembles in just 3 easy steps without the use of tools. Strong and durable with powder-coated steel welded construction supports weight up to 650 lbs. Large 12-quart commode bucket allows more uses with carry handle, cover and splash shield for a clean method of disposal. 16.5” seat depth provides added stability and accommodates larger users compared to standard commode chairs.","Plastic armrests for added comfort and support.,Non-skid tips for added security and safety.,Not made with natural rubber latex.,Seat Dimensions: 16.5” x 13.75”,Seat Height: 15.5” – 22”,Push button height adjustments,Steel back bar","Brand Name,Mckesson by Drive,Manufacturer Number,146-11117N-1",,Be the first to review this product
"McKesson Folding Steel Frame Commode with 7.5 QT Bucket 16.6"" - 22.5"" - Each",178 586632 01,Mckesson by Drive,$55.92,"McKesson Folding Steel Frame Commode with 7.5 QT Bucket,3-in-1 design for use as a bedside commode, raised toilet seat or toilet safety frame,. ,Gray, powder-coated, steel-welded construction maximizes strength and durability to support up to 350 lbs. Lightweight, easily opens, and folds flat for convenient storage and travel,. ,Tool-free, push-button height adjustment, removable, steel back bar, and snap-on, plastic seat/lid accommodate different users and allow for additional uses such as a raised toilet seat,. ,Plastic armrests add comfort and support.","Includes 7.5-quart commode bucket with carry handle, cover, and splash shield for clean disposal,Non-skid tips for added security and safety,Tool-free assembly,Retail Packaging,Not Made with Natural Rubber Latex,Packaged: 1 Per Box","Brand Name,Mckesson by Drive,Manufacturer Number,146-11148-1",,Be the first to review this product
E-Z Lock Raised Toilet Seat W/Armrests - White,178 575612 01,Carex,$81.91,"AllegroMedical.com presents The E-Z Lock Raised Toilet Seat W/Armrests. Our E-Z Lock Raised Toilet Seat with Armrests adds 5 inches of height to the toilet seat to assists those with bending or sitting difficulties. The easy-to-use locking mechanism secures the raised toilet seat to the toilet bowl and the smooth contour seat has built-in hand grips for easy handling. This seat fits most toilets, is lightweight, and easy to clean. Adds 5"" of height to the toilet seat. 17. 25"" of width between the armrests. Comes with padded arm rests. Secure locking mechanism included.","Our E-Z Lock Raised Toilet Seat with Armrests adds 5 inches of height to the toilet seat to assists those with bending or sitting difficulties. The easy-to-use locking mechanism secures the raised toilet seat to the toilet bowl and the smooth contour seat has built-in hand grips for easy handling. This seat fits most toilets, is lightweight, and easy to clean.,Adds 5"" of height to the toilet seat.,17.25"" of width between the armrests.,Comes with padded arm rests.,Secure locking mechanism included.","Brand Name,Carex Health Brands,Manufacturer Number,FGB311C0 0000",,Be the first to review this product
Carex Raised Toilet Seat - White,178 575603 01,Carex,$26.59,"AllegroMedical.com presents The Raised Toilet Seat. The Raised Toilet Seat adds 5 inches of height to the toilet seat to assist those with bending or sitting difficulties. The contoured seat features anti-slip rubber pads for stability and provides a wider, more comfortable seating area. Fits most standard and elongated toilets. Adds 5"" of height to the toilet seat. Contoured seat is wider for added comfort. Slip-resistant rubber pads for stability.","The Raised Toilet Seat adds 5 inches of height to the toilet seat to assist those with bending or sitting difficulties., The contoured seat features anti-slip rubber pads for stability and provides a wider, more comfortable seating area., Fits most standard and elongated toilets.,Adds 5"" of height to the toilet seat.,Contoured seat is wider for added comfort.,Slip-resistant rubber pads for stability.","Brand Name,Carex Health Brands,Manufacturer Number,FGB302C0 0000",,Be the first to review this product
McKesson Heavy-Duty Folding Bariatric Commode with 12 QT Bucket - Each,178 586629 01,Mckesson by Drive,$156.74,"McKesson® Heavy-Duty Folding bariatric Commode with 12 Qt Bucket,Versatile 3-in-1 design can be used as a bedside commode, raised toilet seat or a toilet safety frame. Unit assembles in just 3 easy steps without the use of tools. Strong and durable with powder-coated steel welded construction supports weight up to 650 lbs. Large 12-quart commode bucket allows more uses with carry handle, cover and splash shield for a clean method of disposal. 16.5” seat depth provides added stability and accommodates larger users compared to standard commode chairs.","Plastic armrests for added comfort and support.,Non-skid tips for added security and safety.,Not made with natural rubber latex.,Seat Dimensions: 16.5” x 13.75”,Seat Height: 15.5” – 22”,Push button height adjustments,Steel back bar","Brand Name,Mckesson by Drive,Manufacturer Number,146-11117N-1",,Be the first to review this product
